voltage_v,current_a,active_power_kw,reactive_power_kvar,load_demand_kwh,household_type,occupancy_level,appliance_usage_category,deviation_neighborhood_ratio,zero_consumption_flag,load_spike_flag,fraudulent,broader_zone,locality
231.8,11.5,2.02,0.56,2.06,Commercial,3,Medium,1.16,0,0,0,Central Suburbs,Kurla
235.42,40.56,9.43,3.27,8.64,Commercial,6,Medium,1.22,0,0,0,Central Suburbs,Kurla
231.48,7.59,1.89,1.66,3.16,Residential,110,Medium,0.84,0,1,0,Industrial / Peripheral,Sewri
230.95,6.69,1.52,0.41,1.74,Industrial,14,High,1.19,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
236.17,34.77,7.38,1.44,7.38,Residential,130,Low,0.99,0,0,0,Eastern Suburbs,Bhandup
229.54,62.58,13.97,3.36,13.89,Commercial,7,Medium,1.21,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
230.13,63.84,14.52,4.47,14.04,Commercial,16,High,0.82,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
220.07,29.16,4.96,1.82,7.64,Industrial,3,High,0.89,0,0,1,Industrial / Peripheral,Sewri
236.69,46.86,11.69,3.96,12.65,Commercial,22,Medium,1.1,0,0,1,Industrial / Peripheral,Trombay
232.61,62.15,12.36,3.31,13.23,Residential,2,Medium,1.03,0,0,0,Powai & Lakeside,Kanjurmarg
225.93,23.78,3.38,0.99,5.32,Residential,10,Low,1.28,0,0,0,Eastern Suburbs,Mulund
231.24,65.66,14.34,2.25,14.58,Commercial,14,Low,0.8,1,0,0,Industrial / Peripheral,Dharavi
235.48,25.15,6.15,0.78,6.48,Residential,9,Low,1.01,0,0,0,Western Residential,Kandivali East
236.22,36.53,7.34,1.71,7.64,Residential,4,Low,0.95,0,0,0,Powai & Lakeside,Powai
234.22,44.71,11.66,1.56,11.18,Commercial,3,Medium,0.89,0,1,0,Industrial / Peripheral,Mankhurd
235.8,39.19,8.36,2.26,9.07,Commercial,11,High,0.77,0,0,0,Central Suburbs,Kurla
227.16,20.7,5.38,1.07,4.78,Residential,11,Medium,1.07,0,1,1,Navi Mumbai / Panvel,Navi Mumbai
218.3,43.62,8.9,2.3,8.63,Commercial,203,High,1.23,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
231.89,60.19,12.5,2.98,9.46,Residential,7,Low,1.12,0,0,0,Western Suburbs,Santacruz
222.28,60.34,12.9,3.08,12.08,Residential,53,Medium,0.84,0,0,0,Western Suburbs,Khar
234.05,61.48,11.85,2.51,12.54,Residential,25,Medium,1.16,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.47,61.37,13.3,2.33,13.08,Commercial,5,Low,0.95,0,0,0,Central Suburbs,Sion
238.84,58.24,11.09,1.56,9.06,Residential,4,Medium,1.09,0,0,1,Thane & Beyond,Thane
226.24,63.5,11.0,3.0,10.44,Residential,194,Low,0.91,0,0,0,Central Suburbs,Parel
228.84,16.64,3.56,0.58,3.2,Residential,2,Low,1.08,0,1,0,Industrial / Peripheral,Trombay
234.56,61.22,12.68,2.17,12.19,Industrial,149,Medium,0.91,0,0,0,Central Suburbs,Ghatkopar
217.76,51.74,10.71,2.59,10.29,Residential,15,Low,1.02,0,0,0,Western Suburbs,Andheri West
230.19,28.55,6.9,1.67,7.03,Residential,16,Medium,1.08,0,0,0,Powai & Lakeside,Powai
232.37,46.27,9.25,1.36,8.52,Residential,237,Medium,1.17,1,0,0,Navi Mumbai / Panvel,Kharghar
223.18,61.8,10.79,4.65,13.01,Residential,252,Low,0.77,0,0,0,Powai & Lakeside,Kanjurmarg
229.61,37.95,8.62,0.91,9.49,Residential,33,Medium,0.95,0,0,0,Western Suburbs,Bandra East
236.12,13.72,3.4,0.56,2.57,Industrial,16,Medium,1.21,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
232.85,57.54,10.73,3.5,11.0,Residential,146,Medium,0.95,0,0,0,Powai & Lakeside,Hiranandani Gardens
227.65,34.21,7.47,1.55,6.98,Commercial,57,Low,1.06,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
219.58,48.89,6.64,1.48,6.07,Residential,252,Low,1.06,0,0,0,Western Residential,Malad
223.11,68.21,14.73,1.58,16.29,Residential,9,Medium,0.61,0,1,0,Industrial / Peripheral,Trombay
226.99,12.06,3.18,0.63,3.55,Industrial,14,Medium,1.03,0,1,0,Navi Mumbai / Panvel,Vashi
227.42,54.76,7.52,0.66,8.17,Residential,110,High,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
230.61,43.17,8.8,3.84,8.82,Residential,21,Low,1.17,0,0,0,Central Suburbs,Kurla
240.4,24.92,4.6,0.97,4.21,Commercial,26,Medium,0.83,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
231.9,60.37,12.65,3.51,11.51,Commercial,197,Low,0.72,0,0,1,Navi Mumbai / Panvel,Vashi
232.89,48.26,8.67,1.29,9.87,Commercial,4,Low,1.05,0,0,0,Central Suburbs,Kurla
228.64,65.51,13.84,3.78,14.45,Commercial,2,Low,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
222.74,5.35,1.11,0.38,0.99,Commercial,27,Medium,0.95,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
235.34,44.67,9.52,3.33,10.53,Commercial,3,Medium,1.22,0,0,0,Central Suburbs,Sion
226.46,36.9,6.43,2.49,7.28,Residential,275,High,1.15,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
228.16,10.9,2.11,0.55,2.06,Residential,2,High,0.87,0,0,0,Central Suburbs,Dadar
232.05,62.78,12.39,3.37,12.96,Industrial,3,Low,1.09,0,0,0,Central Suburbs,Dadar
227.63,41.0,7.46,1.92,6.25,Residential,55,High,0.96,0,0,0,Central Suburbs,Kurla
236.1,43.8,6.49,2.05,7.17,Residential,190,Low,1.09,0,0,1,Industrial / Peripheral,Trombay
223.02,14.42,2.1,0.36,2.32,Residential,51,Low,1.34,0,0,1,Industrial / Peripheral,Taloja
219.74,33.51,4.74,1.43,5.58,Industrial,58,Low,1.0,0,0,0,Western Residential,Kandivali
229.84,57.48,11.89,3.33,12.64,Residential,55,High,0.98,0,0,0,Central Suburbs,Dadar
232.74,20.94,5.17,1.44,4.45,Commercial,2,Medium,0.58,0,0,0,Central Suburbs,Dadar
225.39,67.04,13.33,4.52,13.33,Residential,2,Low,1.42,0,0,0,Powai & Lakeside,Kanjurmarg
224.4,48.08,10.43,1.26,10.74,Residential,85,Medium,1.32,0,0,0,Western Suburbs,Santacruz
231.39,39.82,9.58,3.04,6.72,Commercial,48,High,0.74,0,0,0,Central Suburbs,Kurla
228.26,32.54,8.59,2.44,7.08,Residential,93,Medium,0.82,0,0,0,Powai & Lakeside,Kanjurmarg
229.77,20.74,4.47,1.17,5.56,Industrial,4,Low,1.17,0,1,0,Navi Mumbai / Panvel,Vashi
230.83,62.33,14.74,3.34,15.0,Residential,2,Medium,1.32,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
232.48,33.17,6.95,1.95,6.15,Industrial,8,High,0.93,0,0,0,South Mumbai,Colaba
226.99,11.9,3.14,0.65,5.18,Residential,2,High,1.18,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
234.45,13.09,4.45,2.1,4.81,Residential,5,High,1.2,0,1,0,Navi Mumbai / Panvel,Navi Mumbai
233.35,65.55,13.39,4.0,14.03,Residential,5,Medium,1.11,0,0,0,Western Suburbs,Andheri East
230.4,14.78,2.34,0.4,2.36,Residential,134,Low,0.92,0,0,0,Western Residential,Kandivali
234.46,21.47,3.1,0.31,4.64,Industrial,25,Medium,1.26,0,1,0,Industrial / Peripheral,Trombay
232.26,39.85,6.76,1.41,8.09,Commercial,32,High,0.89,0,0,0,Central Suburbs,Ghatkopar
231.2,54.32,11.77,3.05,9.56,Commercial,32,Medium,1.07,1,0,0,Industrial / Peripheral,Taloja
225.82,41.72,8.45,0.85,7.1,Residential,2,High,1.36,0,0,1,Thane & Beyond,Thane
231.8,10.12,2.12,1.19,2.67,Commercial,9,Low,1.02,1,0,0,Navi Mumbai / Panvel,Kharghar
237.29,25.05,6.54,1.43,4.98,Residential,6,High,1.29,0,0,1,Industrial / Peripheral,Taloja MIDC
232.28,50.72,10.93,1.98,10.25,Residential,102,Medium,0.96,0,0,0,Western Suburbs,Santacruz
232.07,63.73,11.46,0.84,10.89,Residential,176,Medium,0.53,1,0,0,Industrial / Peripheral,Dharavi
228.23,68.07,14.58,2.4,14.14,Residential,109,Low,0.83,0,0,0,Central Suburbs,Ghatkopar
227.05,55.22,11.57,3.08,12.29,Commercial,49,Medium,1.0,0,0,0,Central Suburbs,Parel
239.87,69.3,15.44,4.62,17.2,Commercial,4,Low,1.02,1,0,1,Industrial / Peripheral,Dharavi
222.62,57.24,12.22,3.33,11.88,Industrial,153,Low,0.81,0,0,0,Powai & Lakeside,Hiranandani Gardens
237.51,12.5,3.28,0.7,2.49,Residential,4,Low,1.34,0,0,1,Industrial / Peripheral,Taloja MIDC
231.23,23.08,4.94,1.26,4.26,Industrial,50,Low,1.28,0,0,0,Powai & Lakeside,Powai
225.65,59.95,12.46,3.5,12.39,Industrial,2,Medium,1.26,0,0,0,Western Suburbs,Santacruz
234.1,67.69,14.28,4.25,15.66,Residential,3,Medium,0.86,0,0,0,Central Suburbs,Parel
226.37,54.54,10.05,2.11,10.22,Residential,8,Medium,0.9,0,0,0,Powai & Lakeside,Kanjurmarg
224.17,43.82,8.29,0.68,7.68,Residential,10,Medium,0.75,0,0,0,Western Suburbs,Andheri West
239.47,38.89,6.08,0.83,6.03,Industrial,14,Medium,0.93,0,0,0,Western Suburbs,Santacruz
227.24,63.03,13.53,4.14,13.91,Commercial,2,Medium,1.01,0,0,0,Central Suburbs,Lower Parel
233.27,7.6,1.9,0.75,2.8,Commercial,18,Medium,1.2,0,1,0,Industrial / Peripheral,Dharavi
218.86,20.3,6.63,2.07,4.25,Residential,3,Medium,0.75,0,0,0,Powai & Lakeside,Powai
233.37,11.62,3.0,0.18,2.67,Residential,42,High,0.85,0,0,0,Central Suburbs,Ghatkopar
224.96,45.72,10.63,1.7,8.59,Residential,60,High,0.66,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
229.79,50.73,8.23,2.15,6.55,Industrial,105,Low,1.01,0,0,1,Thane & Beyond,Kalyan
224.46,20.92,4.97,0.8,5.12,Residential,239,High,0.84,0,0,1,Thane & Beyond,Kalyan
226.01,67.57,13.52,3.7,13.77,Residential,168,Low,1.08,0,0,0,Western Suburbs,Andheri West
228.7,43.69,8.05,3.27,6.93,Residential,47,Medium,0.98,0,0,1,Industrial / Peripheral,Mankhurd
224.18,54.39,12.68,2.39,12.79,Commercial,2,Medium,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
228.49,68.95,14.83,3.76,15.47,Residential,107,Medium,0.9,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
221.03,47.66,7.89,2.12,8.55,Commercial,2,High,0.9,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
221.82,56.41,11.34,4.66,11.37,Residential,2,Low,1.08,0,1,1,Industrial / Peripheral,Dharavi
226.27,65.88,14.65,4.78,14.38,Residential,133,Low,0.95,0,0,1,Industrial / Peripheral,Taloja MIDC
236.01,5.65,1.15,0.16,1.21,Industrial,105,High,0.77,0,0,0,South Mumbai,Malabar Hill
230.65,44.13,8.91,1.13,8.04,Industrial,128,Medium,1.15,0,1,0,Thane & Beyond,Thane
234.75,51.94,10.26,1.79,12.0,Residential,2,Low,0.93,0,0,0,Western Suburbs,Bandra West
239.71,63.53,13.22,4.11,13.8,Residential,2,Medium,1.03,0,0,1,Industrial / Peripheral,Sewri
237.93,19.73,3.91,1.98,4.41,Commercial,33,High,1.12,0,0,0,Central Suburbs,Kurla
235.52,7.53,2.25,0.71,3.24,Residential,3,Low,0.92,1,0,1,Industrial / Peripheral,Taloja
229.81,46.19,11.97,4.29,8.69,Commercial,54,Low,0.69,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
226.84,23.44,6.07,0.87,5.18,Residential,15,Medium,0.88,0,0,0,Central Suburbs,Ghatkopar
225.41,47.09,8.73,1.47,11.24,Residential,2,Low,0.86,0,0,0,Western Suburbs,Santacruz
233.73,21.42,4.53,1.44,4.4,Residential,31,Low,0.58,0,0,0,Western Residential,Malad
232.1,9.02,2.48,0.45,2.84,Industrial,13,High,0.98,0,0,1,Thane & Beyond,Dombivli
230.67,20.65,4.1,1.39,6.92,Commercial,111,Low,0.96,0,0,1,Navi Mumbai / Panvel,Vashi
228.77,10.19,3.0,0.6,3.51,Residential,3,Medium,0.63,0,1,0,Industrial / Peripheral,Taloja
219.67,67.85,14.39,3.21,15.24,Residential,2,Medium,1.17,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
226.95,41.48,6.1,0.68,5.11,Residential,183,Medium,0.97,0,0,0,Central Suburbs,Sion
229.0,21.86,4.34,1.74,3.26,Residential,215,High,1.18,0,0,0,Central Suburbs,Dadar
227.87,35.44,5.67,0.98,5.78,Residential,283,Low,1.09,0,0,0,Eastern Suburbs,Vikhroli
232.86,30.22,3.98,2.21,4.23,Commercial,140,High,1.06,0,0,0,Central Suburbs,Kurla
235.4,51.3,9.34,2.12,8.78,Residential,118,High,1.2,0,1,0,Navi Mumbai / Panvel,Kharghar
235.63,52.34,11.03,2.39,10.24,Industrial,12,Medium,0.61,0,0,0,Western Suburbs,Juhu
228.36,13.79,1.9,0.25,1.35,Commercial,163,Low,1.02,0,0,0,South Mumbai,Malabar Hill
223.32,63.45,12.69,3.31,14.37,Commercial,2,Low,0.84,0,0,0,Central Suburbs,Sion
215.76,14.21,3.0,0.43,2.02,Commercial,2,High,0.75,1,1,1,Navi Mumbai / Panvel,Kharghar
235.07,61.99,13.92,2.32,13.53,Residential,160,Medium,0.88,0,0,0,Western Suburbs,Khar
231.18,17.82,4.26,0.69,2.79,Residential,100,Low,1.06,0,0,0,Western Residential,Kharghar
234.67,63.1,13.36,2.62,11.26,Residential,95,High,1.1,1,0,0,Navi Mumbai / Panvel,Belapur
224.51,46.07,9.42,1.93,9.16,Commercial,65,High,1.12,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
228.43,34.23,7.36,2.34,8.87,Commercial,41,Medium,0.79,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
224.46,39.73,6.59,1.17,7.1,Residential,227,High,1.1,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
222.64,27.91,5.98,1.56,6.55,Residential,19,High,0.57,0,1,0,Industrial / Peripheral,Taloja MIDC
232.21,47.23,9.83,2.44,9.2,Residential,64,Low,1.03,0,0,0,Powai & Lakeside,Kanjurmarg
222.19,45.83,8.74,3.07,5.39,Commercial,43,Medium,0.71,0,0,0,Central Suburbs,Lower Parel
232.18,51.25,11.73,3.29,11.62,Residential,95,Medium,1.02,0,0,0,Powai & Lakeside,Kanjurmarg
234.76,68.02,15.2,4.49,16.58,Commercial,2,Medium,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
229.77,54.87,10.4,2.05,9.65,Commercial,106,Medium,1.01,0,0,0,Central Suburbs,Lower Parel
219.54,63.18,13.03,1.94,14.61,Commercial,74,Medium,0.82,0,0,1,Thane & Beyond,Kalyan
236.38,33.92,10.49,2.55,8.82,Industrial,160,High,0.94,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
230.62,33.95,8.04,1.98,4.96,Residential,6,Medium,1.19,0,0,1,Industrial / Peripheral,Sewri
227.12,17.6,4.1,1.72,5.17,Industrial,3,Low,1.01,0,0,0,Western Residential,Malad
228.61,56.05,12.92,3.78,12.15,Residential,149,Medium,1.02,0,0,0,Central Suburbs,Lower Parel
219.49,50.7,11.05,1.46,9.87,Commercial,2,Low,1.15,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.68,23.91,3.69,0.4,4.09,Residential,14,Medium,1.1,0,0,1,Thane & Beyond,Bhiwandi
222.11,14.7,3.18,1.36,3.02,Commercial,2,High,0.82,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
226.41,11.75,2.5,1.06,2.89,Residential,49,High,1.17,0,0,0,Central Suburbs,Kurla
226.66,16.93,3.51,0.62,3.66,Residential,3,Medium,0.85,0,0,0,Western Suburbs,Santacruz
229.8,23.44,5.43,1.12,4.41,Commercial,11,High,0.97,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
232.08,50.47,10.38,2.99,8.72,Residential,210,High,1.02,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
217.99,27.79,6.5,1.13,6.92,Industrial,111,High,1.25,0,0,1,Thane & Beyond,Thane
222.84,8.3,2.53,1.32,2.68,Residential,69,Medium,1.27,0,0,0,Powai & Lakeside,Powai
229.96,16.35,5.13,0.75,4.75,Residential,2,Medium,1.17,0,0,0,Central Suburbs,Kurla
227.84,65.31,12.59,2.95,13.82,Residential,119,Medium,1.21,0,0,1,Industrial / Peripheral,Taloja
226.85,33.82,6.64,2.27,7.49,Industrial,21,Low,1.11,0,0,0,Eastern Suburbs,Ghatkopar
229.31,57.35,11.76,2.46,9.92,Residential,16,Medium,0.81,0,0,0,Western Suburbs,Khar
227.26,25.45,3.89,1.6,3.78,Industrial,10,Medium,1.27,0,0,0,Powai & Lakeside,Powai
228.46,14.14,2.56,0.31,2.79,Residential,134,High,0.78,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
232.1,27.78,6.48,2.2,5.5,Commercial,2,Low,1.22,0,0,1,Industrial / Peripheral,Taloja
217.91,36.44,7.79,1.96,6.29,Residential,7,High,1.06,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
231.37,32.11,5.54,0.4,4.99,Residential,3,Low,1.29,0,0,0,Western Residential,Kandivali East
225.88,7.79,2.86,3.05,3.8,Residential,167,Low,0.88,0,0,0,Western Residential,Malad
231.74,45.05,8.63,2.81,8.78,Commercial,4,Medium,1.08,0,0,0,Central Suburbs,Dadar
232.74,45.21,7.3,2.04,6.14,Residential,2,Medium,0.98,0,0,0,Western Suburbs,Khar
231.45,7.01,1.57,1.22,1.71,Residential,5,Medium,1.02,0,0,0,Western Suburbs,Santacruz
230.5,24.54,3.07,1.21,2.97,Industrial,121,High,1.28,0,0,0,South Mumbai,Colaba
223.63,55.42,9.24,3.67,9.77,Residential,62,Medium,0.91,0,0,0,Western Suburbs,Bandra East
237.31,41.85,8.5,2.6,7.04,Commercial,13,Low,1.2,0,0,0,Central Suburbs,Sion
232.95,32.41,8.18,1.64,8.39,Residential,3,Medium,0.74,1,0,0,Industrial / Peripheral,Trombay
235.76,30.0,4.83,1.03,2.92,Industrial,41,Medium,1.05,0,0,1,Industrial / Peripheral,Taloja
228.14,53.42,12.13,2.02,11.49,Residential,132,Medium,0.96,0,0,0,Central Suburbs,Ghatkopar
231.09,66.69,14.06,4.32,13.79,Residential,13,Medium,0.85,0,0,0,Western Suburbs,Bandra West
230.02,25.17,4.3,1.86,4.57,Residential,2,High,0.98,0,1,0,Industrial / Peripheral,Sewri
227.15,56.3,10.48,2.26,9.83,Residential,12,Medium,0.84,0,0,0,Western Suburbs,Santacruz
227.82,20.63,3.97,0.95,5.09,Residential,8,High,1.43,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
232.41,44.17,10.1,2.78,10.54,Residential,126,High,0.78,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
242.68,30.23,7.58,1.2,6.9,Residential,2,Medium,0.72,0,1,0,Industrial / Peripheral,Trombay
232.45,14.93,3.77,0.9,3.12,Residential,6,Low,1.04,0,0,0,Western Residential,Borivali
235.55,39.22,9.71,2.21,7.21,Residential,42,High,0.94,0,0,0,Central Suburbs,Ghatkopar
230.78,49.41,10.34,1.29,10.13,Commercial,65,Medium,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
230.22,8.87,3.3,2.16,3.37,Residential,3,Medium,0.93,0,0,0,Western Suburbs,Bandra East
229.53,35.09,6.53,2.2,8.62,Industrial,254,Low,1.16,0,1,0,Thane & Beyond,Dombivli
224.25,15.52,2.59,1.59,3.01,Residential,4,Low,1.04,0,0,0,Western Residential,Malad
224.1,5.59,1.42,0.74,1.59,Residential,64,Medium,0.75,0,0,0,Western Suburbs,Andheri East
240.4,44.25,6.03,1.02,6.24,Residential,5,High,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
230.91,29.36,5.4,1.95,7.71,Commercial,5,High,0.73,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
230.48,27.05,6.88,2.38,6.27,Commercial,5,High,0.92,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.52,56.81,11.68,3.32,11.09,Commercial,40,High,1.08,0,0,0,South Mumbai,Malabar Hill
228.0,37.97,9.05,1.81,11.18,Industrial,179,High,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
231.84,21.36,5.87,0.44,4.98,Residential,2,Medium,1.08,0,0,0,Western Suburbs,Santacruz
233.68,20.02,3.93,0.64,2.88,Industrial,12,Low,0.95,0,0,0,Western Residential,Kandivali
226.85,30.63,4.87,1.15,4.33,Commercial,5,Medium,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
228.68,61.58,12.57,3.75,13.81,Commercial,16,Medium,0.92,0,0,0,Central Suburbs,Ghatkopar
229.24,34.85,6.88,1.46,6.11,Commercial,190,Medium,1.05,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
225.5,59.4,13.48,3.64,16.03,Industrial,12,Medium,1.29,0,0,0,Central Suburbs,Ghatkopar
233.04,5.35,1.18,0.26,1.37,Commercial,101,Low,1.32,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
234.48,14.54,4.14,0.49,3.09,Residential,35,Medium,1.15,1,0,0,Industrial / Peripheral,Taloja MIDC
238.82,5.35,1.27,0.13,1.11,Residential,2,Low,0.9,1,0,0,Industrial / Peripheral,Sewri
223.66,15.21,3.01,0.6,2.29,Residential,244,Low,1.01,0,0,0,Powai & Lakeside,Hiranandani Gardens
226.5,54.45,11.36,2.64,12.43,Commercial,194,Medium,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
236.11,17.34,2.67,1.07,3.51,Residential,2,Medium,0.95,0,0,0,Western Suburbs,Khar
231.37,32.6,9.41,1.73,9.17,Residential,240,High,0.8,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
227.78,37.0,6.97,2.98,7.56,Residential,120,High,1.16,0,0,1,Industrial / Peripheral,Taloja MIDC
226.98,15.05,2.61,0.6,4.47,Residential,46,High,1.05,0,0,1,Industrial / Peripheral,Sewri
230.29,17.21,5.35,2.32,5.12,Residential,4,Medium,1.33,0,0,0,Western Suburbs,Santacruz
228.07,59.2,11.21,0.45,10.38,Residential,61,High,0.8,0,0,0,Central Suburbs,Ghatkopar
223.49,49.35,10.27,3.25,10.89,Industrial,45,Medium,1.22,0,0,0,Western Suburbs,Bandra West
225.12,21.68,4.95,0.53,6.49,Industrial,47,Medium,1.2,0,0,0,Central Suburbs,Kurla
238.99,5.81,2.57,1.14,4.07,Industrial,2,High,1.33,0,0,0,Central Suburbs,Dadar
229.49,27.21,5.18,0.49,4.55,Residential,55,High,0.64,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
235.25,37.31,7.78,1.21,6.97,Residential,62,Low,1.12,0,0,0,Western Residential,Kandivali East
223.94,68.62,14.85,4.02,13.82,Industrial,26,Medium,0.68,0,0,0,Western Suburbs,Andheri East
234.15,6.65,1.19,0.23,1.57,Residential,175,Medium,1.06,0,0,1,Industrial / Peripheral,Mankhurd
233.15,43.66,8.61,1.77,8.46,Industrial,3,Medium,0.7,0,0,0,Western Suburbs,Bandra East
230.6,16.47,3.13,0.81,3.67,Commercial,2,Medium,0.66,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
229.12,68.44,14.91,5.11,15.7,Residential,13,High,0.8,0,0,0,South Mumbai,Cuffe Parade
230.02,5.68,1.55,0.7,1.24,Residential,3,Medium,1.14,0,0,0,Western Suburbs,Bandra East
228.75,44.99,10.3,3.15,10.64,Commercial,28,Low,0.85,0,0,1,Industrial / Peripheral,Mankhurd
234.83,45.16,11.39,2.72,10.22,Residential,35,Low,1.19,0,0,0,Powai & Lakeside,Powai
237.11,21.7,4.91,0.66,4.47,Residential,40,High,0.92,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
234.62,49.02,12.33,4.0,12.93,Commercial,78,Medium,1.16,0,0,0,Central Suburbs,Ghatkopar
229.28,62.2,11.65,2.47,10.94,Residential,7,Low,1.08,0,1,1,Industrial / Peripheral,Taloja
226.79,51.91,8.06,1.68,6.42,Residential,5,Medium,0.9,0,0,0,Western Suburbs,Andheri West
221.65,51.02,10.74,2.01,8.32,Industrial,7,Low,0.73,0,0,0,Central Suburbs,Ghatkopar
227.69,57.02,12.15,4.36,13.03,Residential,4,Medium,0.61,0,1,1,Industrial / Peripheral,Trombay
230.61,32.86,10.02,3.3,10.97,Commercial,2,High,1.29,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
226.28,29.26,7.68,1.63,5.75,Industrial,58,Medium,0.9,0,0,0,Powai & Lakeside,Powai
235.4,43.71,7.42,0.69,8.02,Commercial,2,Low,1.25,0,0,0,Central Suburbs,Sion
233.31,10.9,2.27,1.97,3.36,Residential,2,High,1.04,0,0,0,Central Suburbs,Parel
232.17,37.9,9.55,2.71,9.46,Residential,211,Low,1.15,0,0,0,Western Suburbs,Andheri West
225.23,9.9,2.81,0.79,4.39,Commercial,2,Medium,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
239.37,16.63,3.59,2.21,3.66,Commercial,101,Low,1.37,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
232.42,24.91,4.22,1.29,5.24,Commercial,2,Medium,1.19,0,0,1,Industrial / Peripheral,Mankhurd
226.39,63.89,14.51,4.09,15.15,Industrial,140,Medium,0.96,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
230.12,66.95,14.6,4.54,14.67,Industrial,29,Medium,0.93,0,0,0,Western Suburbs,Andheri West
232.83,7.85,2.0,0.37,1.55,Residential,92,Medium,1.1,0,0,0,Western Suburbs,Juhu
234.3,46.23,9.1,2.43,11.58,Commercial,14,Medium,1.07,0,0,0,South Mumbai,Girgaon
232.29,20.23,3.41,0.56,2.65,Residential,166,High,0.86,1,0,0,Industrial / Peripheral,Sewri
234.3,47.11,10.39,2.35,10.72,Residential,4,Medium,0.87,0,1,1,Industrial / Peripheral,Trombay
227.04,57.65,9.09,1.68,9.29,Residential,40,Medium,1.04,0,0,0,Western Suburbs,Andheri West
226.42,46.59,10.71,2.68,10.26,Commercial,5,Medium,0.85,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
229.64,6.44,1.95,0.2,2.33,Commercial,2,Low,1.11,0,0,0,South Mumbai,Colaba
228.76,21.53,3.22,1.38,3.13,Industrial,191,Low,0.91,0,0,0,Eastern Suburbs,Mulund
